"","s_code","s_name","s_description","s_resource_code","s_sensor_type_code","s_table_name","s_table_type","s_x_offset","s_y_offset","s_z_offset","s_datum_code","s_datum_value","s_graph_value","s_min_value_1","s_max_value_1","s_min_value_2","s_max_value_2","s_min_value_3","s_max_value_3","s_min_value_4","s_max_value_4","s_min_value_5","s_max_value_5","deleted","datestamp"
"991",992,"scevo.data.dpird.met.sp.downsampled.15min.Wind Direction Max","scevo.data.dpird.met.sp.downsampled.15min.Wind Direction Max",57,43,"sensor_repository_00992","SAMPLED",0,0,0,4,0,"Wind Direction Max",-50,50000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:20:57
"992",994,"scevo.data.dpird.met.sp.downsampled.15min.Wet Bulb Temperature Max","scevo.data.dpird.met.sp.downsampled.15min.Wet Bulb Temperature Max",57,45,"sensor_repository_00994","SAMPLED",0,0,0,4,0,"Wet Bulb Temperature Max",-50,50000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:20:58
"993",995,"scevo.data.dpird.met.sp.downsampled.15min.Wet Bulb Temperature Avg","scevo.data.dpird.met.sp.downsampled.15min.Wet Bulb Temperature Avg",57,46,"sensor_repository_00995","SAMPLED",0,0,0,4,0,"Wet Bulb Temperature Avg",-50,50000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:20:58
"994",1002,"scevo.data.uwa.matilda.raw.ORP","scevo.data.uwa.matilda.raw.ORP",55,51,"sensor_repository_01002","RAW",0,0,0,4,0,"ORP",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:17
"995",1004,"scevo.data.uwa.matilda.raw.Conductivity","scevo.data.uwa.matilda.raw.Conductivity",55,21,"sensor_repository_01004","RAW",0,0,0,4,0,"Conductivity",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:18
"996",990,"scevo.data.dpird.met.sp.downsampled.15min.Wind Speed Min","scevo.data.dpird.met.sp.downsampled.15min.Wind Speed Min",57,41,"sensor_repository_00990","SAMPLED",0,0,0,4,0,"Wind Speed Min",-50,50000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:20:57
"997",991,"scevo.data.dpird.met.sp.downsampled.15min.Wind Speed Avg","scevo.data.dpird.met.sp.downsampled.15min.Wind Speed Avg",57,42,"sensor_repository_00991","SAMPLED",0,0,0,4,0,"Wind Speed Avg",-50,50000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:20:57
"998",1005,"scevo.data.uwa.matilda.raw.Temperature","scevo.data.uwa.matilda.raw.Temperature",55,19,"sensor_repository_01005","RAW",0,0,0,4,0,"Temperature",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:18
"999",1006,"scevo.data.uwa.matilda.raw.Turbidity","scevo.data.uwa.matilda.raw.Turbidity",55,52,"sensor_repository_01006","RAW",0,0,0,4,0,"Turbidity",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:18
"1000",996,"scevo.data.dpird.met.sp.raw.Wind Speed Ave","scevo.data.dpird.met.sp.raw.Wind Speed Ave",57,47,"sensor_repository_00996","RAW",0,0,0,4,0,"Wind Speed Ave",-50,50000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:29:28
"1001",985,"scevo.data.dpird.met.sp.downsampled.15min.Solar Irradiance","scevo.data.dpird.met.sp.downsampled.15min.Solar Irradiance",57,36,"sensor_repository_00985","SAMPLED",0,0,0,4,0,"Solar Irradiance",-50,50000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:20:56
"1002",986,"scevo.data.dpird.met.sp.downsampled.15min.Soil Temperature Min","scevo.data.dpird.met.sp.downsampled.15min.Soil Temperature Min",57,37,"sensor_repository_00986","SAMPLED",0,0,0,4,0,"Soil Temperature Min",-50,50000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:20:56
"1003",1008,"scevo.data.uwa.matilda.raw.met.Baro Pressure","scevo.data.uwa.matilda.raw.met.Baro Pressure",55,53,"sensor_repository_01008","RAW",0,0,0,4,0,"Baro Pressure",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:19
"1004",1009,"scevo.data.uwa.matilda.raw.met.Relative Humidity","scevo.data.uwa.matilda.raw.met.Relative Humidity",55,54,"sensor_repository_01009","RAW",0,0,0,4,0,"Relative Humidity",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:19
"1005",1010,"scevo.data.uwa.matilda.raw.met.Wind Direction","scevo.data.uwa.matilda.raw.met.Wind Direction",55,55,"sensor_repository_01010","RAW",0,0,0,4,0,"Wind Direction",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:19
"1006",1011,"scevo.data.uwa.matilda.raw.met.Wind Speed","scevo.data.uwa.matilda.raw.met.Wind Speed",55,56,"sensor_repository_01011","RAW",0,0,0,4,0,"Wind Speed",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:19
"1007",998,"scevo.data.uwa.matilda.raw.Wiper","scevo.data.uwa.matilda.raw.Wiper",55,48,"sensor_repository_00998","RAW",0,0,0,4,0,"Wiper",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:16
"1008",1007,"scevo.data.uwa.matilda.raw.met.Temperature","scevo.data.uwa.matilda.raw.met.Temperature",55,19,"sensor_repository_01007","RAW",0,0,0,4,0,"Temperature",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:18
"1009",999,"scevo.data.uwa.matilda.raw.Depth","scevo.data.uwa.matilda.raw.Depth",55,23,"sensor_repository_00999","RAW",0,0,0,4,0,"Depth",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:16
"1010",1001,"scevo.data.uwa.matilda.raw.Dissolved Oxygen Saturation","scevo.data.uwa.matilda.raw.Dissolved Oxygen Saturation",55,50,"sensor_repository_01001","RAW",0,0,0,4,0,"Dissolved Oxygen Saturation",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:17
"1011",1014,"scevo.data.uwa.kwilena.raw.Depth","scevo.data.uwa.kwilena.raw.Depth",58,23,"sensor_repository_01014","RAW",0,0,0,4,0,"Depth",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:07
"1012",1015,"scevo.data.uwa.kwilena.raw.Height","scevo.data.uwa.kwilena.raw.Height",58,59,"sensor_repository_01015","RAW",0,0,0,4,0,"Height",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:07
"1013",1016,"scevo.data.uwa.kwilena.raw.Temperature","scevo.data.uwa.kwilena.raw.Temperature",58,19,"sensor_repository_01016","RAW",0,0,0,4,0,"Temperature",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:07
"1014",1017,"scevo.data.uwa.kwilena.raw.pCO2","scevo.data.uwa.kwilena.raw.pCO2",58,60,"sensor_repository_01017","RAW",0,0,0,4,0,"pCO2",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:07
"1015",1018,"scevo.data.uwa.kwilena.raw.Chlorophyll RFU","scevo.data.uwa.kwilena.raw.Chlorophyll RFU",58,61,"sensor_repository_01018","RAW",0,0,0,4,0,"Chlorophyll RFU",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:07
"1016",1019,"scevo.data.uwa.kwilena.raw.Chlorophyll","scevo.data.uwa.kwilena.raw.Chlorophyll",58,62,"sensor_repository_01019","RAW",0,0,0,4,0,"Chlorophyll",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:08
"1017",1020,"scevo.data.uwa.kwilena.raw.fDOM","scevo.data.uwa.kwilena.raw.fDOM",58,63,"sensor_repository_01020","RAW",0,0,0,4,0,"fDOM",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:08
"1018",1021,"scevo.data.uwa.kwilena.raw.fDOM RFU","scevo.data.uwa.kwilena.raw.fDOM RFU",58,64,"sensor_repository_01021","RAW",0,0,0,4,0,"fDOM RFU",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:08
"1019",1022,"scevo.data.uwa.kwilena.raw.Turbidity","scevo.data.uwa.kwilena.raw.Turbidity",58,52,"sensor_repository_01022","RAW",0,0,0,4,0,"Turbidity",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:08
"1020",1023,"scevo.data.uwa.kwilena.raw.Dissolved Oxygen","scevo.data.uwa.kwilena.raw.Dissolved Oxygen",58,49,"sensor_repository_01023","RAW",0,0,0,4,0,"Dissolved Oxygen",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:08
"1021",1024,"scevo.data.uwa.kwilena.raw.Conductivity","scevo.data.uwa.kwilena.raw.Conductivity",58,21,"sensor_repository_01024","RAW",0,0,0,4,0,"Conductivity",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:09
"1022",1000,"scevo.data.uwa.matilda.raw.Dissolved Oxygen","scevo.data.uwa.matilda.raw.Dissolved Oxygen",55,49,"sensor_repository_01000","RAW",0,0,0,4,0,"Dissolved Oxygen",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 18:49:16
"1023",1027,"scevo.data.bom.ido.hillarys.web.air_temp","scevo.data.bom.ido.hillarys.web.air_temp",59,67,"sensor_repository_01027","UNKNOWN",0,0,0,2,0,"Air Temperature",-10,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:24
"1024",1028,"scevo.data.bom.ido.hillarys.web.atm_press","scevo.data.bom.ido.hillarys.web.atm_press",59,68,"sensor_repository_01028","UNKNOWN",0,0,0,2,0,"Atmospheric Pressure",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:24
"1025",1029,"scevo.data.bom.ido.hillarys.web.residuals","scevo.data.bom.ido.hillarys.web.residuals",59,69,"sensor_repository_01029","UNKNOWN",0,0,0,4,0,"Residuals",-2,2,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:25
"1026",1030,"scevo.data.bom.ido.hillarys.web.adj_residuals","scevo.data.bom.ido.hillarys.web.adj_residuals",59,70,"sensor_repository_01030","UNKNOWN",0,0,0,4,0,"Adjusted Residuals",-2,2,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:25
"1027",1031,"scevo.data.bom.ido.hillarys.web.wind_dir","scevo.data.bom.ido.hillarys.web.wind_dir",59,71,"sensor_repository_01031","UNKNOWN",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:25
"1028",1032,"scevo.data.bom.ido.hillarys.web.wind_gust","scevo.data.bom.ido.hillarys.web.wind_gust",59,72,"sensor_repository_01032","UNKNOWN",0,0,0,2,0,"Wind Gust",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:25
"1029",1033,"scevo.data.bom.ido.hillarys.web.wind_speed","scevo.data.bom.ido.hillarys.web.wind_speed",59,1,"sensor_repository_01033","UNKNOWN",0,0,0,2,0,"Wind Speed",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:25
"1030",1034,"scevo.data.bom.ido.hillarys.downsampled.sea_level","scevo.data.bom.ido.hillarys.downsampled.sea_level",59,65,"sensor_repository_01034","SAMPLED",0,0,0,2,0,"Water Level (m)",0,5,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:25
"1031",1035,"scevo.data.bom.ido.hillarys.downsampled.water_temp","scevo.data.bom.ido.hillarys.downsampled.water_temp",59,66,"sensor_repository_01035","SAMPLED",0,0,0,4,0,"Water Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:25
"1032",1036,"scevo.data.bom.ido.hillarys.downsampled.air_temp","scevo.data.bom.ido.hillarys.downsampled.air_temp",59,67,"sensor_repository_01036","SAMPLED",0,0,0,2,0,"Air Temperature",-10,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:26
"1033",1037,"scevo.data.bom.ido.hillarys.downsampled.atm_press","scevo.data.bom.ido.hillarys.downsampled.atm_press",59,68,"sensor_repository_01037","SAMPLED",0,0,0,2,0,"Atmospheric Pressure",990,1100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:26
"1034",1038,"scevo.data.bom.ido.hillarys.downsampled.residuals","scevo.data.bom.ido.hillarys.downsampled.residuals",59,69,"sensor_repository_01038","SAMPLED",0,0,0,4,0,"Residuals",-2,2,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:26
"1035",1025,"scevo.data.bom.ido.hillarys.web.sea_level","scevo.data.bom.ido.hillarys.web.sea_level",59,65,"sensor_repository_01025","UNKNOWN",0,0,0,2,0,"Water Level (m)",0,5,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:23
"1036",1026,"scevo.data.bom.ido.hillarys.web.water_temp","scevo.data.bom.ido.hillarys.web.water_temp",59,66,"sensor_repository_01026","UNKNOWN",0,0,0,4,0,"Water Temperature",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:24
"1037",1065,"scevo.data.dbca.wq.guildford_ds_b.raw.Depth","scevo.data.dbca.wq.guildford_ds_b.raw.Depth",64,23,"sensor_repository_01065","RAW",0,0,0,4,0,"Depth",-10,10,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:14
"1038",1012,"scevo.data.uwa.kwilena.raw.System Battery","scevo.data.uwa.kwilena.raw.System Battery",58,57,"sensor_repository_01012","RAW",0,0,0,4,0,"System Battery",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:06
"1039",1013,"scevo.data.uwa.kwilena.raw.Aux Battery","scevo.data.uwa.kwilena.raw.Aux Battery",58,58,"sensor_repository_01013","RAW",0,0,0,4,0,"Aux Battery",-500,500,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-10-15 19:15:06
"1040",1048,"scevo.data.bom.idw.kentstweir.downsampled.water_level","scevo.data.bom.idw.kentstweir.downsampled.water_level",61,74,"sensor_repository_01048","SAMPLED",0,0,0,2,0,"Water Level",0,15,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 19:16:08
"1041",1049,"scevo.data.bom.idw.barrackstjetty.web.water_level","scevo.data.bom.idw.barrackstjetty.web.water_level",62,74,"sensor_repository_01049","UNKNOWN",0,0,0,2,0,"Water Level",0,15,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 19:16:08
"1042",1050,"scevo.data.bom.idw.barrackstjetty.downsampled.water_level","scevo.data.bom.idw.barrackstjetty.downsampled.water_level",62,74,"sensor_repository_01050","SAMPLED",0,0,0,2,0,"Water Level",0,15,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 19:16:08
"1043",1043,"scevo.data.bom.ido.hillarys.web.wind_vector","scevo.data.bom.ido.hillarys.web.wind_vector",59,73,"sensor_repository_01043","UNKNOWN",0,0,0,2,0,"Wind Vector",0,100,0,100,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:30
"1044",1044,"scevo.data.bom.ido.hillarys.downsampled.wind_vector","scevo.data.bom.ido.hillarys.downsampled.wind_vector",59,73,"sensor_repository_01044","SAMPLED",0,0,0,2,0,"Wind Vector",0,100,0,100,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:30
"1045",1051,"scevo.data.dbca.wq.guildford_ds_s.raw.Depth","scevo.data.dbca.wq.guildford_ds_s.raw.Depth",63,23,"sensor_repository_01051","RAW",0,0,0,4,0,"Depth",-10,10,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:12
"1046",1056,"scevo.data.dbca.wq.guildford_ds_s.raw.Conductivity","scevo.data.dbca.wq.guildford_ds_s.raw.Conductivity",63,21,"sensor_repository_01056","RAW",0,0,0,4,0,"Conductivity",0,80000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:13
"1047",1039,"scevo.data.bom.ido.hillarys.downsampled.adj_residuals","scevo.data.bom.ido.hillarys.downsampled.adj_residuals",59,70,"sensor_repository_01039","SAMPLED",0,0,0,4,0,"Adjusted Residuals",-2,2,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:26
"1048",1040,"scevo.data.bom.ido.hillarys.downsampled.wind_dir","scevo.data.bom.ido.hillarys.downsampled.wind_dir",59,71,"sensor_repository_01040","SAMPLED",0,0,0,2,0,"Wind Direction",0,360,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:26
"1049",1041,"scevo.data.bom.ido.hillarys.downsampled.wind_gust","scevo.data.bom.ido.hillarys.downsampled.wind_gust",59,72,"sensor_repository_01041","SAMPLED",0,0,0,2,0,"Wind Gust",0,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:26
"1050",1042,"scevo.data.bom.ido.hillarys.downsampled.wind_speed","scevo.data.bom.ido.hillarys.downsampled.wind_speed",59,1,"sensor_repository_01042","SAMPLED",0,0,0,2,0,"Wind Speed",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-01 21:53:26
"1051",1045,"scevo.data.bom.idw.meadowstbridge.web.water_level","scevo.data.bom.idw.meadowstbridge.web.water_level",60,74,"sensor_repository_01045","UNKNOWN",0,0,0,2,0,"Water Level",0,15,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 19:16:07
"1052",1046,"scevo.data.bom.idw.meadowstbridge.downsampled.water_level","scevo.data.bom.idw.meadowstbridge.downsampled.water_level",60,74,"sensor_repository_01046","SAMPLED",0,0,0,2,0,"Water Level",0,15,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 19:16:08
"1053",1047,"scevo.data.bom.idw.kentstweir.web.water_level","scevo.data.bom.idw.kentstweir.web.water_level",61,74,"sensor_repository_01047","UNKNOWN",0,0,0,2,0,"Water Level",0,15,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 19:16:08
"1054",1052,"scevo.data.dbca.wq.guildford_ds_s.raw.DO","scevo.data.dbca.wq.guildford_ds_s.raw.DO",63,18,"sensor_repository_01052","RAW",0,0,0,4,0,"Dissolved Oxygen",-10,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:12
"1055",1053,"scevo.data.dbca.wq.guildford_ds_s.raw.DO Saturation","scevo.data.dbca.wq.guildford_ds_s.raw.DO Saturation",63,22,"sensor_repository_01053","RAW",0,0,0,4,0,"Dissolved Oxygen (saturation)",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:12
"1056",1054,"scevo.data.dbca.wq.guildford_ds_s.raw.Temperature","scevo.data.dbca.wq.guildford_ds_s.raw.Temperature",63,19,"sensor_repository_01054","RAW",0,0,0,4,0,"Water Temperature",-10,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:13
"1057",1055,"scevo.data.dbca.wq.guildford_ds_s.raw.Salinity","scevo.data.dbca.wq.guildford_ds_s.raw.Salinity",63,17,"sensor_repository_01055","RAW",0,0,0,4,0,"Salinity",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:13
"1058",1057,"scevo.data.dbca.wq.guildford_ds_s.raw.pH","scevo.data.dbca.wq.guildford_ds_s.raw.pH",63,20,"sensor_repository_01057","RAW",0,0,0,4,0,"pH",0,14,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:13
"1059",1058,"scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.Depth","scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.Depth",63,23,"sensor_repository_01058","SAMPLED",0,0,0,4,0,"Depth",-10,10,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:13
"1060",1059,"scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.DO","scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.DO",63,18,"sensor_repository_01059","SAMPLED",0,0,0,4,0,"Dissolved Oxygen",-10,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:13
"1061",1060,"scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.DO Saturation","scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.DO Saturation",63,22,"sensor_repository_01060","SAMPLED",0,0,0,4,0,"Dissolved Oxygen (saturation)",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:13
"1062",1061,"scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.Temperature","scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.Temperature",63,19,"sensor_repository_01061","SAMPLED",0,0,0,4,0,"Water Temperature",-10,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:13
"1063",1062,"scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.Salinity","scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.Salinity",63,17,"sensor_repository_01062","SAMPLED",0,0,0,4,0,"Salinity",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:14
"1064",1063,"scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.Conductivity","scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.Conductivity",63,21,"sensor_repository_01063","SAMPLED",0,0,0,4,0,"Conductivity",0,80000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:14
"1065",1064,"scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.pH","scevo.data.dbca.wq.guildford_ds_s.downsampled.60min.pH",63,20,"sensor_repository_01064","SAMPLED",0,0,0,4,0,"pH",0,14,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:14
"1066",1066,"scevo.data.dbca.wq.guildford_ds_b.raw.DO","scevo.data.dbca.wq.guildford_ds_b.raw.DO",64,18,"sensor_repository_01066","RAW",0,0,0,4,0,"Dissolved Oxygen",-10,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:14
"1067",1067,"scevo.data.dbca.wq.guildford_ds_b.raw.DO Saturation","scevo.data.dbca.wq.guildford_ds_b.raw.DO Saturation",64,22,"sensor_repository_01067","RAW",0,0,0,4,0,"Dissolved Oxygen (saturation)",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:14
"1068",1068,"scevo.data.dbca.wq.guildford_ds_b.raw.Temperature","scevo.data.dbca.wq.guildford_ds_b.raw.Temperature",64,19,"sensor_repository_01068","RAW",0,0,0,4,0,"Water Temperature",-10,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:14
"1069",1069,"scevo.data.dbca.wq.guildford_ds_b.raw.Salinity","scevo.data.dbca.wq.guildford_ds_b.raw.Salinity",64,17,"sensor_repository_01069","RAW",0,0,0,4,0,"Salinity",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:15
"1070",1070,"scevo.data.dbca.wq.guildford_ds_b.raw.Conductivity","scevo.data.dbca.wq.guildford_ds_b.raw.Conductivity",64,21,"sensor_repository_01070","RAW",0,0,0,4,0,"Conductivity",0,80000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:15
"1071",1071,"scevo.data.dbca.wq.guildford_ds_b.raw.pH","scevo.data.dbca.wq.guildford_ds_b.raw.pH",64,20,"sensor_repository_01071","RAW",0,0,0,4,0,"pH",0,14,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:15
"1072",1072,"scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.Depth","scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.Depth",64,23,"sensor_repository_01072","SAMPLED",0,0,0,4,0,"Depth",-10,10,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:15
"1073",1073,"scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.DO","scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.DO",64,18,"sensor_repository_01073","SAMPLED",0,0,0,4,0,"Dissolved Oxygen",-10,100,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:15
"1074",1074,"scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.DO Saturation","scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.DO Saturation",64,22,"sensor_repository_01074","SAMPLED",0,0,0,4,0,"Dissolved Oxygen (saturation)",0,200,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:15
"1075",1075,"scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.Temperature","scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.Temperature",64,19,"sensor_repository_01075","SAMPLED",0,0,0,4,0,"Water Temperature",-10,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:15
"1076",1076,"scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.Salinity","scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.Salinity",64,17,"sensor_repository_01076","SAMPLED",0,0,0,4,0,"Salinity",0,50,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:15
"1077",1077,"scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.Conductivity","scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.Conductivity",64,21,"sensor_repository_01077","SAMPLED",0,0,0,4,0,"Conductivity",0,80000,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:16
"1078",1078,"scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.pH","scevo.data.dbca.wq.guildford_ds_b.downsampled.60min.pH",64,20,"sensor_repository_01078","SAMPLED",0,0,0,4,0,"pH",0,14,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-04 22:55:16
"1079",1079,"scevo.data.dot.rttide.fremantle.raw.water_level","scevo.data.dot.rttide.fremantle.raw.water_level",36,74,"sensor_repository_01079","RAW",0,0,0,4,0,"Water Level",0,5,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-09 13:45:45
"1080",1080,"scevo.data.dot.rttide.fremantle.downsampled.60min.water_level","scevo.data.dot.rttide.fremantle.downsampled.60min.water_level",36,74,"sensor_repository_01080","SAMPLED",0,0,0,4,0,"Water Level",0,5,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-09 13:45:45
"1081",1084,"scevo.data.dot.rt_tide.fremantle.web.residual","scevo.data.dot.rt_tide.fremantle.web.residual",36,76,"sensor_repository_01084","UNKNOWN",0,0,0,4,0,"Residual",0,5,-5000,5000,NA,NA,NA,NA,NA,NA,FALSE,2021-12-17 20:41:38
